subcategory_name,character_name,vote_count,mbti,eneagrama,grupo
Yu-Gi-Oh! 5Ds,Aki Izayoi,70,INFJ, 4w5,Diplomatico
Kimi no Na wa,Hitoha Miyamizu,70,ISTJ, 6w5,Sentinela
Naruto Shippūden,Inari,70,INFP, 4w3,Diplomatico
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shima",Red (Gideon Ragnason),70,INFJ, 9w1,Diplomatico
Naruto Shippūden,Yagura Karatachi,70,INFJ, 8w9,Diplomatico
Peach Boy Riverside,Mikoto Kibitsu,70,INTJ, 5w6,Analista
Azur Lane,Laffey,70,INFP, 9w8,Diplomatico
Prison School (Kangoku Gakuen),Shiraki Meiko,70,ISTJ, 1w9,Sentinela
Jujutsu Kaisen,Yu Haibara,70,ENFP, 7w6,Diplomatico
Vivy: Fluorite Eye's Song,Diva,70,ISFP, 3w2,Explorador
Sanrio,My Sweet Piano,70,ISFJ, 9w1,Sentinela
Dragon Ball Z,Chiaotzu,70,ISFP, 9w1,Explorador
One Punch Man,"Flashy Flash ""Lightspeed Flash""",70,ISTJ, 1w9,Sentinela
Nanatsu no Taizai,Guila,70,ENTJ, 3w2,Analista
One Piece,Rocks D. Xebec,70,ENTJ, 3w4,Analista
Mashle: Magic and Muscles,Mash Vandead,70,ISTP, 9w8,Explorador
Hetalia: Axis Powers,Sealand,70,ENFP, 7w6,Diplomatico
Sket Dance!,Yusuke Fujisaki (Bossun),70,ENFP, 7w6,Diplomatico
IDOLiSH7,Mitsuki Izumi,70,ESFJ, 3w2,Sentinela
JoJo no Kimyou na Bouken,Malèna,70,ISFJ, 2w1,Sentinela
JoJo no Kimyou na Bouken,Donatella Una,70,ENFP, 4w3,Diplomatico
Kimetsu no Yaiba,Gyokko,70,ESFP, 4w3,Explorador
Oshiete! Galko-chan,Galko,70,ESFJ, 2w3,Sentinela
Bleach,Yachiru Unohana,70,INFJ, 8w9,Diplomatico
Haikyuu!!,Inuoka Sou,70,ESFP, 7w6,Explorador
Great Teacher Onizuka (GTO),Yoshikawa Noboru,70,INFP, 9w1,Diplomatico
Azumanga Daioh,Mihama Chiyo,70,ESFJ, 2w1,Sentinela
Gochuumon wa Usagi desu ka? (Gochiusa),Rize Tedeza,70,ESTJ, 8w7,Sentinela
Kuroko no Basket,Mayuzumi Chihiro,70,ISTP, 5w6,Explorador
Fairy Tail,Angel / Sorano Aguria,70,INTP, 9w1,Analista
Sanrio,Lala,70,INFJ, 6w7,Diplomatico
Hajime no Ippo,Takeshi Sendo,70,ESFP, 8w7,Explorador
Magic Knight Rayearth,Hikaru Shidou,70,ENFP, 7w6,Diplomatico
Boku no Hero Academia,Reiko Yanagi “Emily”,70,INTP, 9w1,Analista
Chainsaw Man,Meowy,70,ISFJ, 9w1,Sentinela
Free!,Seijuro Mikoshiba,70,ESTP, 7w8,Explorador
Fairy Tail,Kagura Mikazuchi,70,ISTJ, 6w5,Sentinela
Dear my Living Dead,Lily,70,ENFP, 7w6,Diplomatico
Dragon Ball Z,Janemba,70,ENTP, 7w8,Analista
Psycho-Pass,Sibyl System,70,ESTJ, 1w2,Sentinela
Sarazanmai,Enta Jinnai,70,ESFJ, 2w1,Sentinela
Dagashi Kashi,Shidare Hotaru,70,ENTP, 7w8,Analista
Mashiro no Oto,Setsu Sawamura,70,ISFP, 4w5,Explorador
JoJo Stands,『Hierophant Green』,70,INTP, 6w5,Analista
Boku no Hero Academia,Geten,70,ISTP, 8w9,Explorador
Enen no Shouboutai,Rekka Hoshimiya,70,ENFJ, 7w6,Diplomatico
Yu-Gi-Oh! Duel Monsters,Yami Marik,70,ENTJ, 7w8,Analista
Bokutachi wa Benkyou ga Dekinai (Bokuben),Rizu Ogata,70,INTP, 5w6,Analista
Kobayashi-san Chi no Maid Dragon,Taketo Aida,70,ISTP, 9w8,Explorador
Kokoro ga Sakebitagatterunda,Sakagami Takumi,70,ISTP, 9w8,Explorador
Kono Oto Tomare!,Takezou Kurata,70,ISFJ, 9w1,Sentinela
Boku no Hero Academia,Ectoplasm,70,ISTP, 9w8,Explorador
Kekkai Sensen,Zapp Renfro,70,ESTP, 8w7,Explorador
My Roommate Is a Cat,Subaru Mikazuki,69,INTP, 5w4,Analista
Death Parade,Tatsumi,69,ENTJ, 8w9,Analista
Aku no Hana,Aya Tokiwa,69,ENFJ, 6w7,Diplomatico
Wonder Egg Priority,Himari,69,ENFP, 2w1,Diplomatico
Black Lagoon,Yukio Washimine,69,INFJ, 9w1,Diplomatico
Made in Abyss,Jiruo,69,ISTJ, 1w9,Sentinela
Banana Fish,Cain,69,INTP, 6w5,Analista
Ousama Ranking (Ranking of Kings),King Bosse,69,ENTJ, 8w9,Analista
Kill Me Baby,Sonya,69,ISTP, 6w5,Explorador
Soul Eater,Eruka Frog,69,ENFP, 3w4,Diplomatico
"Kanojo, Okarishimasu",Yoshiaki Kibe,69,ESTP, 6w7,Explorador
Black Clover,Lucius Zogratis,69,ENTJ, 3w4,Analista
Dr. Stone,Lillian Weinberg,69,ENFP, 7w6,Diplomatico
Shiki,Tohru Mutou,69,ESFJ, 9w1,Sentinela
One Piece,Fisher Tiger,69,ENFJ, 8w9,Diplomatico
Given,Kedama “Tama”,69,ENFP, 7w6,Diplomatico
Naruto Shippūden,The Akatsuki,69,ENTJ, 8w9,Analista
Horimiya (Hori-san to Miyamura-kun),Yuriko Hori (née Koyonaga),69,ESFJ, 9w8,Sentinela
Sanrio Danshi,Kouta Hasegawa,69,INFP, 9w1,Diplomatico
One Piece,Doctor Vegapunk,69,INTP, 5w6,Analista
One Punch Man,Blast,69,ISTP, 5w6,Explorador
Mahou Shoujo Lyrical Nanoha,Nanoha Takamachi,69,ENFP, 2w1,Diplomatico
Isekai Ojisan,Ojisan,69,INTP, 5w6,Analista
Slayers,Sylphiel Nels Lahda,69,ISFJ, 9w1,Sentinela
Haikyuu!!,Shiratorizawa Academy,69,ISTJ, 1w9,Sentinela
Nanatsu no Taizai,Hendrickson,69,INTJ, 5w6,Analista
Rikei ga Koi ni Ochita no de Shoumei shitemita. (Rikekoi),Kosuke Inukai,69,ESFP, 7w8,Explorador
Vanitas no Carte,Vanitas of the Blue Moon,69,INFJ, 6w5,Diplomatico
Tokyo Godfathers,Hana,69,ESFJ, 2w3,Sentinela
X (1999),Kamui Shirou,69,INFJ, 6w5,Diplomatico
Nanatsu no Taizai,Gloxinia,69,ENFP, 7w6,Diplomatico
One Piece,Makino,69,ISFJ, 2w1,Sentinela
Pretty Cure Series,Kotozume Yukari/Cure Macron,69,INTJ, 4w3,Analista
Oushitsu Kyoushi Heine,Leonhard von Granzreich,69,ENFP, 4w3,Diplomatico
Gintama,Utsuro,69,ENTJ, 8w9,Analista
Inazuma Eleven,Tsunami Jōsuke,69,ESFP, 7w6,Explorador
Kujira no Kora wa Sajou ni Utau,Liontari,69,ESFP, 7w8,Explorador
Dragon Ball Z,Majin Dabura,69,ENTJ, 8w7,Analista
Naruto Shippūden,Sakon,69,ESTP, 8w7,Explorador
Pretty Cure Series,Midorikawa Nao/Cure March (April/Glitter Spring),69,ESFJ, 2w1,Sentinela
Dororo,Nui No Kata (Oku),69,ISFJ, 9w1,Sentinela
Claymore,Priscilla - before awakening,69,ISTJ, 1w9,Sentinela
Haikyuu!!,Nakashima Takeru,69,ENFJ, 8w9,Diplomatico
Rozen Maiden,Kirakishou,69,INFP, 4w3,Diplomatico
Shingeki no Kyojin,Flegel Reeves,69,ISFP, 6w7,Explorador
Eureka Seven,Eureka,69,ISFJ, 4w5,Sentinela
Aoharu x Kikanjuu,Hotaru Tachibana,69,ISFP, 9w8,Explorador
Chainsaw Man,Michiko Tendo,69,ISTP, 8w9,Explorador
Pokémon,Tyranitar (Banagiras),69,ENTJ, 8w7,Analista
Cardcaptor Sakura,Spinel Sun,69,INTJ, 6w5,Analista
Kawaii dake ja Nai Shikimori-san,Nekozaki Kyo,69,ESTP, 7w6,Explorador
Tsubasa RESERVoir CHRoNiCLE,Fai D. Flowright,69,INFP, 7w6,Diplomatico
DOTA: Dragon's Blood,Davion,69,ESFP, 7w8,Explorador
Utsuro no Hako to Zero no Maria (HakoMari),Maria Otonashi,69,INTJ, 1w9,Analista
Gintama,Hattori Zenzou,69,INTP, 6w7,Analista
Ghost Stories (English Dub),Leo Kakinoki,69,INTP, 5w6,Analista
Mamahaha no Tsurego ga Motokano datta,Isana Higashira,69,INTP, 4w5,Analista
Hunter X Hunter,Chimera Ant Queen,69,ESFJ, 2w1,Sentinela
Ansatsu Kyoushitsu,Fuwa Yuzuki,69,ENTP, 7w6,Analista
Hikaru no Go,Toya Akira,68,INTJ, 3w4,Analista
Boku no Hero Academia,Hikage Shinomori,68,INTJ, 1w2,Analista
Gantz,Reika Shimohira,68,INFJ, 2w3,Diplomatico
Fullmetal Alchemist (2003),Envy,68,ESFP, 8w7,Explorador
Edens Zero,Hermit Hāmitto,68,INTP, 5w4,Analista
Dorohedoro,Risu,68,ISFP, 6w7,Explorador
IDOLiSH7,Ryunosuke Tsunashi,68,ESFJ, 2w1,Sentinela
Romantic Killer,Hijiri Koganei,68,ENTJ, 3w2,Analista
Death Note,C-Kira,68,INFP, 6w5,Diplomatico
Durarara!!,Orihara Kururi,68,INTP, 9w1,Analista
Guilty Crown,Tsutsugami Gai,68,ENTJ, 8w7,Analista
Shingeki no Kyojin,Dimo Reeves,68,ESTJ, 3w2,Sentinela
Code Geass,Shinichirō Tamaki,68,ESFP, 6w7,Explorador
Berserk,Roderick,68,ENFJ, 3w2,Diplomatico
Crayon Shin-chan,Hiroshi Nohara (Harry),68,ESFJ, 6w7,Sentinela
Vagabond,Takuan Sōhō,68,INFJ, 9w1,Diplomatico
Hataraku Maou-sama!,Ashiya Shirou (Alciel),68,ISFJ, 6w5,Sentinela
Tengen Toppa Gurren Lagann,Kittan,68,ESTP, 8w7,Explorador
Nisekoi,Maiko Shuu,68,ENTP, 7w6,Analista
Haibane Renmei,Kana,68,ESTP, 7w8,Explorador
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Mikado Shijo,68,ENTP, 6w7,Analista
Pokémon,Fuecoco,68,INFP, 9w8,Diplomatico
Ao no Exorcist,Lucifer,68,INTJ, 8w9,Analista
Pretty Cure Series,Tsukikage Yuri/Cure Moonlight,68,INTJ, 1w2,Analista
Pretty Cure Series,Laura / Cure LaMer,68,ENTJ, 3w2,Analista
Nanbaka,Seitarou Tanabata,68,INFP, 6w7,Diplomatico
Jaku-Chara Tomozaki-kun,Minami Nanami,68,ENFP, 2w3,Diplomatico
Yakusoku no Neverland,Him,68,ENTP, 5w4,Analista
One Piece,Hody Jones,68,ESTJ, 8w7,Sentinela
Non Non Biyori,Ichijou Hotaru,68,ISFJ, 2w1,Sentinela
Horimiya (Hori-san to Miyamura-kun),Motoko Iura,68,ISTJ, 1w9,Sentinela
Neko no Ongaeshi,Yuki,68,INFJ, 9w1,Diplomatico
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai (Aobuta),Mai’s Mother,68,ESTJ, 3w2,Sentinela
Re:Zero Kara Hajimeru Isekai Seikatsu,Frederica Baumann,68,ISFJ, 6w7,Sentinela
Fullmetal Alchemist: Brotherhood,Gracia Hughes,68,ESFJ, 2w1,Sentinela
Kokou no Hito,Buntarou Mori,68,ISFP, 9w1,Explorador
One Piece,Galdino “Mr.3”,68,INTP, 6w5,Analista
Kuzu no Honkai,Narumi Kanai,68,ISFJ, 9w1,Sentinela
Sachi-iro no One Room,Hijiri Matsubase,68,ENTP, 6w7,Analista
Sarazanmai,Toi Kuji,68,ISTP, 9w8,Explorador
Yojouhan Shinwa Taikei,Seitarou Higuchi,68,ENFJ, 9w8,Diplomatico
Pokémon,Azelf (Agnome),68,INTJ, 3w4,Analista
Hige wo Soru. Soshite Joshikousei wo Hirou.,Yuzuha Mishima,68,ESFP, 7w6,Explorador
Pokémon,Leafeon (Leafia),68,ISFP, 9w8,Explorador
Tottoko Hamtarou,Hamtaro,68,ENFP, 7w6,Diplomatico
Harukaze no Étranger/Umibe no Étranger,Eri,68,ESTP, 7w8,Explorador
Ten Count,Riku Kurose,68,ISTP, 5w6,Explorador
Naruto Shippūden,Might Guy (Road to Ninja),68,INTP, 9w8,Analista
Doukyuusei,Manabu Hara,68,INTP, 9w8,Analista
Yesterday wo Utatte,Rikuo Uozumi,68,ISTP, 6w5,Explorador
Tong Ling Fei,Qian Yunxi,68,ENFP, 7w8,Diplomatico
Rozen Maiden,Hinaichigo,67,ENFP, 7w6,Diplomatico
City Hunter,Saeba Ryou,67,ESTP, 7w8,Explorador
Shakugan no Shana,Yuuji Sakai,67,INFJ, 9w1,Diplomatico
One Piece,Otohime,67,ENFJ, 2w1,Diplomatico
Vampire in the Garden,Momo,67,INFP, 6w7,Diplomatico
Pokémon,Decidueye (Junaiper),67,INTJ, 6w5,Analista
Slam Dunk,Hisashi Mitsui,67,ISFP, 6w7,Explorador
Hunter X Hunter,Halkenburg Hui Guo Rou,67,INFP, 5w6,Diplomatico
Versailles no Bara,Marie Antoinette,67,ESFP, 7w6,Explorador
Mairimashita! Iruma-kun,Lord Sullivan,67,ENTP, 7w6,Analista
Sonic X,Cosmo the Seedrian,67,INFP, 9w1,Diplomatico
Saiki Kusuo no Psi-nan,Kaidou Sora,67,ESTJ, 8w9,Sentinela
Bokura wa Minna Kawaisou,Ritsu Kawai,67,INTP, 5w6,Analista
Artiswitch,Nina,67,ENFJ, 2w3,Diplomatico
Tokyo Ghoul,Itori,67,ESTP, 7w8,Explorador
Kuroshitsuji,Ran-Mao,67,ISTP, 6w5,Explorador
Mahou Shoujo Ikusei Keikaku,Swim Swim (Sakanagi Ayana),67,INTJ, 5w6,Analista
Pokémon,Cilan (Dent) (anime),67,ENFP, 1w2,Diplomatico
Doraemon,Nobisuke Nobi,67,ISFP, 9w8,Explorador
Spy × Family,Donovan Desmond,67,INTP, 5w6,Analista
Inazuma Eleven,Haizaki Ryōhei,67,ISTP, 8w9,Explorador
One Punch Man,"Kamikaze ""Atomic Samurai""",67,ESTJ, 8w9,Sentinela
Naruto Shippūden,Ibiki Morino,67,ENTJ, 8w9,Analista
Eizouken ni wa Te wo Dasu na!,Doumeki Parker,67,ISTP, 5w4,Explorador
Jujutsu Kaisen,Kirara Hoshi,67,ISFP, 6w7,Explorador
Kami nomi zo Shiru Sekai (Kaminomi),Elsie,67,ENFP, 7w6,Diplomatico
Bakugan,Dan Kuso,67,ESTP, 7w8,Explorador
Mahou Shoujo Site,Shizukume Sarina,67,ESTJ, 8w7,Sentinela
Babylon,Ai Magase,67,ENTP, 7w8,Analista
Pokémon,Corviknight (Armorga),67,INTJ, 5w6,Analista
Konjiki no Gash Bell!!,Parco Folgore,67,ESFP, 4w3,Explorador
Kami no Tou,Phonsekal Laure,67,ISTP, 9w8,Explorador
One Piece,Iceburg,67,ISTJ, 1w9,Sentinela
Shigatsu wa Kimi no Uso,Seto Hiroko,67,ENFJ, 2w3,Diplomatico
Naruto Shippūden,Hanzō,67,ISTJ, 6w5,Sentinela
Shugo Chara!,Souma Kukai,67,ESFP, 7w8,Explorador
Re:Zero Kara Hajimeru Isekai Seikatsu,Sekhmet,67,INTP, 9w8,Analista
Gamers!,Keita Amano,67,INFJ, 6w7,Diplomatico
Yarichin Bitch Club,Toono Takashi,67,INFP, 9w1,Diplomatico
Haikyuu!!,Fukurodani Academy,67,ENFJ, 9w1,Diplomatico
Watashi no Ashinaga Ojisan,Judy Abbott,67,ENFP, 7w6,Diplomatico
Hidamari ga Kikoeru,Kohei Sugihara,67,INFJ, 9w8,Diplomatico
Girls und Panzer,Mako Reizei,67,INTP, 9w8,Analista
Fullmetal Alchemist: Brotherhood,Maria Ross,67,ISFJ, 1w2,Sentinela
Pokémon,Rowlet (Mokuroh),67,INFP, 9w1,Diplomatico
Odd Taxi,Daimon (Younger Brother),67,ISTJ, 6w5,Sentinela
Black Clover,Klaus Lunettes,67,ESTJ, 1w9,Sentinela
Hunter X Hunter,Koala,67,ISTP, 8w9,Explorador
Kaiju No. 8,Kafka Hibino,67,ESFP, 7w6,Explorador
Great Pretender,Clark Ibrahim,67,ESFP, 3w2,Explorador
One Piece,Kurozumi Orochi,67,ESTJ, 6w7,Sentinela
Howl no Ugoku Shiro,Heen,67,ISTP, 9w8,Explorador
Aikatsu Stars!,Kasumi Mahiru,67,INTJ, 4w5,Analista
Uramichi Oniisan,Utano Tadano,67,ESFJ, 2w3,Sentinela
Suzumiya Haruhi no Yuuutsu,Tsuruya,67,ESTP, 7w6,Explorador
Shingeki no Kyojin,Eld Gin,67,ISTP, 9w8,Explorador
Nanatsu no Taizai,Mael,67,INFP, 9w1,Diplomatico
"Komi-san wa, Komyushou desu.",Isagi Kyouko,67,ISTJ, 1w9,Sentinela
Kimi ni Todoke,Kazuichi Arai,67,ESTP, 3w2,Explorador
Ansatsu Kyoushitsu,Chousuke Takada,66,INTP, 6w5,Analista
Re:Zero Kara Hajimeru Isekai Seikatsu,Pandora,66,ENFJ, 3w2,Diplomatico
Fairy Tail,Virgo,66,ISFJ, 2w1,Sentinela
"Ijiranaide, Nagatoro-san",Sakura,66,ESFJ, 2w3,Sentinela
Caste Heaven,Karino Kouhei,66,ENTJ, 3w4,Analista
Galaxy Angel,Forte Stollen,66,ENTJ, 8w9,Analista
Diamond no Ace,Kuramochi Youichi,66,ESTP, 7w8,Explorador
Pokémon,Empoleon (Emperte),66,ENTJ, 8w9,Analista
One Punch Man,"Dr. Bofoi ""Metal Knight""",66,INTJ, 5w6,Analista
Ojamajo Doremi,Senoo Aiko,66,ESTP, 8w9,Explorador
Made in Abyss,Prushka,66,ESFJ, 2w3,Sentinela
Danganronpa 3: The End of Kibougamine Gakuen,Hiyoko Saionji,66,ESFP, 6w7,Explorador
Mermaid Melody Pichi Pichi Pitch,Karen,66,ESTJ, 3w2,Sentinela
High School of the Dead,Rei Miyamoto,66,ESFJ, 2w1,Sentinela
Danganronpa 3: The End of Kibougamine Gakuen,Gundham Tanaka,66,ISFP, 4w5,Explorador
GetBackers,Ban Mido,66,INTJ, 6w5,Analista
Beastars,Mizuchi,66,ESTJ, 3w2,Sentinela
Shokei Shoujo no Virgin Road,Menou,66,INTJ, 1w2,Analista
Sangatsu no Lion,Momo Kawamoto,66,ESFP, 7w6,Explorador
Ergo Proxy,Ergo Proxy,66,INFJ, 9w1,Diplomatico
One Piece,Joy Boy,66,ENFP, 7w6,Diplomatico
Magi,Ren Hakuei,66,ENFJ, 1w9,Diplomatico
Ghost in the Shell,Batou,66,ISTP, 6w5,Explorador
Kekkai Sensen,Klaus von Reinherz,66,ESTJ, 1w9,Sentinela
JoJo Stands,『Hermit Purple』,66,INFJ, 1w9,Diplomatico
One Piece,Imu,66,INTJ, 8w9,Analista
From The Red Fog,May,66,ESFP, 6w7,Explorador
Boku to Kimi no Taisetsu na Hanashi,Nozomi Aizawa,66,INFP, 4w5,Diplomatico
Mahou Shoujo Ikusei Keikaku,Nemurin (Sanjou Nemu),66,INFP, 9w1,Diplomatico
Rosario to Vampire,Kurumu Kurono,66,ESFP, 2w3,Explorador
Millennium Actress,Chiyoko Fujiwara,66,INFP, 4w5,Diplomatico
Sankarea,Furuya Chihiro,66,INTP, 5w6,Analista
Soredemo Ayumu Wa Yosetekuru,Yaotome Urushi,66,ENFP, 7w6,Diplomatico
Beyblade Burst,Lui Shirosagi,66,ESTJ, 8w7,Sentinela
Pandora Hearts,Charlotte (Lottie),66,ESTJ, 7w8,Sentinela
Baraou no Souretsu,Henry VI,66,INFP, 9w1,Diplomatico
Strobe Edge,Takumi Andou,66,ENTP, 7w6,Analista
Hunter X Hunter,Leol,66,ESTP, 8w7,Explorador
Pretty Cure Series,Suzumura Sango / Cure Coral,66,ISFJ, 9w1,Sentinela
Pocket Monsters SPECIAL,Crystal,66,ENFJ, 1w2,Diplomatico
Bishoujo Senshi Sailor Moon,Mistress 9,66,INTJ, 3w4,Analista
"Ganbare, Douki-chan",Douki-Chan,66,INFP, 6w5,Diplomatico
Uchuu Patrol Luluco,Nova,66,INTJ, 9w1,Analista
Sayonara Zetsubou Sensei,Chiri Kitsu,66,ISTJ, 1w9,Sentinela
Tsubaki-chou Lonely Planet,Fumi Ohno,66,ISFJ, 9w1,Sentinela
Youkoso Jitsuryoku Shijou no Kyoushitsu,Haruka Hasebe,66,INFP, 1w9,Diplomatico
Boruto - Naruto Next Generations,Jigen,66,INTJ, 8w9,Analista
Arslan Senki,Arslan,66,INFP, 9w1,Diplomatico
Wise Man's Grandchild,Shin Wolford,66,INTP, 5w4,Analista
91 Days,Corteo,66,ISFJ, 9w1,Sentinela
DOTA: Dragon's Blood,Marci,66,ISTP, 9w8,Explorador
Shingeki no Kyojin,Traute Caven,66,ISTP, 5w6,Explorador
Shuumatsu no Harem,Doi Shouta,66,INTJ, 9w1,Analista
Overlord,Shalltear Bloodfallen,66,ESFP, 3w2,Explorador
Fugou Keiji: Balance:Unlimited,Mahoro Saeki,66,ENFP, 2w3,Diplomatico
Dragon Ball Z,King Kai,66,ESFJ, 2w1,Sentinela
Monster Musume no Iru Nichijou,Rachnera Arachnera,66,ENTJ, 7w8,Analista
JoJo no Kimyou na Bouken,Steven Steel,66,ENFJ, 6w7,Diplomatico
Hunter X Hunter,Peggy,65,ISTJ, 5w6,Sentinela
Naruto Shippūden,Akamaru,65,ESFP, 7w6,Explorador
Mobile Suit Gundam: Iron-Blooded Orphans,Mikazuki Augus,65,ISTP, 6w5,Explorador
Chika Gentou Gekiga: Shoujo Tsubaki (Midori),Muchisute,65,ESFP, 8w7,Explorador
Tsurezure Children,Jun Furuya,65,INTJ, 6w5,Analista
Hataraku Saibou Black,White Blood Cell (U-1196),65,ISTP, 8w9,Explorador
Katekyo Hitman Reborn!,Irie Shoichi,65,INFJ, 6w5,Diplomatico
Shoujo☆Kageki Revue Starlight,Futaba Isurugi,65,ISTP, 8w7,Explorador
Zaregoto Series,Tomo Kunagisa,65,ENTP, 7w6,Analista
Ame wo Tsugeru Hyouryuu Danchi,Kōsuke Kumagaya,65,ISTP, 8w7,Explorador
Ani ni Tsukeru Kusuri wa Nai!,Kai Xin,65,ESFP, 7w6,Explorador
Lucky☆Star,Kogami Akira,65,ESTP, 8w7,Explorador
Dragon Ball Z,Bardock (DBS),65,INTJ, 6w5,Analista
Magi,Titus Alexius,65,ENFP, 7w6,Diplomatico
Haikyuu!!,Kiryū Wakatsu,65,ISFJ, 6w5,Sentinela
Bastard!!,Dark Schneider,65,ESTP, 8w7,Explorador
Baccano!,Luck Gandor,65,INTJ, 8w9,Analista
Pokémon,Yveltal,65,ENTJ, 8w7,Analista
Nausicaä of the Valley of the Wind (1984),Asbel,65,ESTP, 7w8,Explorador
Shinigami Bocchan to Kuro Maid,Alice Lendrott,65,INFJ, 2w3,Diplomatico
Shugo Chara!,Hotori Tadase,65,INFJ, 9w8,Diplomatico
Jujutsu Kaisen,Takuma Ino,65,ESFP, 7w6,Explorador
Katanagatari,Togame,65,ENTJ, 3w4,Analista
Juuni Taisen,"Nezumi, Warrior of the Rat (Tsugiyoshi Sumino)",65,INTP, 5w4,Analista
Ayashimon,Maruo,65,ESTP, 7w8,Explorador
JoJo no Kimyou na Bouken,Oingo,65,ESFP, 6w7,Explorador
Byousoku 5 Centimeter,Shinohara Akari,65,INFP, 9w1,Diplomatico
Lonely Girl ni Sakaraenai,Honda Sora,65,INTP, 9w8,Analista
Fate/Zero,Kayneth El-Melloi Archibald,65,ESTJ, 3w2,Sentinela
Sankaku Mado no Sotogawa wa Yoru,Kosuke Mikado,65,INFP, 6w5,Diplomatico
Chainsaw Man,Aldo,65,INFP, 6w5,Diplomatico
Pokémon,Weavile (Manyula),65,ISTP, 8w7,Explorador
Chainsaw Man,Kusakabe,65,ESTJ, 1w9,Sentinela
Harukaze no Étranger/Umibe no Étranger,Fumi Hashimoto,65,ISFP, 6w7,Explorador
Love Stage!!,Rei Sagara,65,ISTJ, 6w5,Sentinela
Sanrio,Retsuko / Aggretsuko,65,ISFJ, 9w1,Sentinela
One Piece,Kaya,65,ISFJ, 9w1,Sentinela
Kono Oto Tomare!,Suzuka Takinami,65,INTP, 5w6,Analista
Sonic X,Amy Rose,65,ESFJ, 2w3,Sentinela
Kuroko no Basket,Ryō Sakurai,65,INFP, 6w7,Diplomatico
Pokémon,Max (Masato),65,INTP, 5w6,Analista
Mahou Shoujo Ikusei Keikaku,Ripple (Sazanami Kano),65,ISTP, 6w5,Explorador
Noblesse,Cadis Etrama Di Raizel,65,INFJ, 5w6,Diplomatico
Cyberpunk: Edgerunners,Katsuo,65,ESTJ, 3w2,Sentinela
Pokémon,Kadabra (Yungerer),65,INTP, 5w4,Analista
Vanitas no Carte,Veronica De Sade,65,ESTP, 8w7,Explorador
Claymore,Rubel,65,INTP, 5w6,Analista
Promare,Krey Foresight,65,ENTJ, 8w9,Analista
Yowamushi Pedal,Shoukichi Naruko,65,ESFP, 7w8,Explorador
Code:Breaker,Sakura Sakurakouji,65,ESFJ, 1w2,Sentinela
Fairy Tail,Mard Geer Tartaros,65,INTJ, 8w9,Analista
Gugure! Kokkuri-san,Ichimatsu Kohina,65,INTP, 9w8,Analista
Toaru Kagaku no Railgun,Harumi Kiyama,65,INTP, 5w4,Analista
Code Geass,Leila Malcal,65,INFJ, 1w9,Diplomatico
Servamp,Sakuya Watanuki,65,ENFP, 4w3,Diplomatico
Hunter X Hunter,Sedokan,65,INTP, 9w8,Analista
Detective Conan,Saguru Hakuba,65,ISTJ, 1w9,Sentinela
Darwin's Game,Shuuka Karino,65,ENTP, 3w4,Analista
Naruto Shippūden,Jirobo,64,ESFP, 8w9,Explorador
Kakushigoto,Gotou Kakushi,64,INFJ, 6w5,Diplomatico
Shokugeki no Souma,Ikumi Mito,64,ESFP, 2w3,Explorador
Hunter X Hunter,Kortopi,64,INTP, 9w1,Analista
JoJo Stands,『Whitesnake』,64,INTJ, 1w9,Analista
Soul Eater,Justin Law,64,ENFJ, 6w5,Diplomatico
Fukigen na Mononokean,Hanae Ashiya,64,ENFP, 7w6,Diplomatico
Tonari no Totoro,Yasuko Kusakabe,64,INFJ, 9w1,Diplomatico
Platinum End,Nanato Mukaido,64,ISTP, 8w9,Explorador
Denpa Onna to Seishun Otoko,Touwa Erio,64,INFP, 4w5,Diplomatico
Enen no Shouboutai,Yuichiro Kurono,64,INTJ, 8w9,Analista
Kaiji,Tonegawa Yukio,64,ESTJ, 1w9,Sentinela
Kuroko no Basket,Shougo Haizaki,64,ESTP, 8w7,Explorador
Masamune-kun no Revenge,Neko Fujinomiya,64,ISFJ, 9w1,Sentinela
One Piece,Rebecca,64,ISFJ, 2w1,Sentinela
Kocchi Muite! Miiko,Yamada Miiko,64,ENFP, 7w6,Diplomatico
Blue Lock,Nanase Nijiro,64,ENFP, 7w6,Diplomatico
Naruto Shippūden,Dosu Kinuta,64,ISTP, 8w9,Explorador
Pandora Hearts,Intention of the Abyss,64,ISFP, 4w3,Explorador
Shaman King,Amidamaru,64,ISTJ, 6w5,Sentinela
Heion Sedai no Idaten-tachi,Isli,64,INTJ, 5w6,Analista
Alps no Shoujo Heidi,Alm-Onji,64,ISTP, 9w8,Explorador
The Evillious Chronicles,Irina Clockworker,64,ENTJ, 3w2,Analista
Inazuma Eleven,Someoka Ryuugo,64,ESTJ, 8w7,Sentinela
Yarichin Bitch Club,Shikatani Itsuki,64,INTJ, 5w4,Analista
Kiseijuu: Sei no Kakuritsu,Hideo Shimada,64,INTP, 8w9,Analista
Yarichin Bitch Club,Yui Tamura,64,ESTP, 8w7,Explorador
Mahou Shoujo Site,Suirenji Kiyoharu,64,INFJ, 4w3,Diplomatico
